organization_name,website,phone_number,org_address,org_description,schedule,gender,kids,active,last_update,zipcode
YMCA,http://seattleymca.org,(206) 382-5340,"2100 24th Ave. S.\, Suite 260","Outpatient mental health treatment for children\, youth and young adults 3-25 and their families. Agency provides DBHR-certified service(s). Accepts Apple Health (Medicaid)\, private insurance and private pay. Sliding scale fees.","Mon. – Thurs.\, 9 a.m. – 7 p.m.; Fri.\, 9 a.m. – 5 p.m.",no restrictions,allowed,t,,
Age Friendly Seattle,http://seattle.gov/humanservices/services-and-programs,(206) 962-8467,"810 Third Ave.\, Suite 425", Counseling and information on health insurance. Serves people who receive or have issues with (including going onto) Medicare. No age restrictions. Call for an appointment. No fees.,"Mon. – Fri.\, 8 a.m. – 3 p.m. Appointments available on Wed.",no restrictions,allowed,t,,
Attain Housing Financial Assistance,http://attainhousing.org,(425) 597-9531,"125 State St. S\, Kirkland",Rental assistance for singles and families who are homeless or at risk. No fees.,"Call Mon. - Fri.\, 9 a.m. – 5 p.m.",no restrictions,allowed,t,,
Ballard Food Bank,http://ballardfoodbank.org/resources-referrals-1/,(206) 789-7800,5130 Leary Ave NW,"Emergency financial assistance for rent\, utilities and move-in assistance available once per year. Mail pick-up address serving everyone.  Serves those living in ZIP code 98107\, 98109\, 98117\, 98119\, 98177 or 98199. Visit in person for application. Documents Required for Rent Assistance: photo ID\, rental agreement or lease\, eviction notice\, proof of address. Documents Required for Deposit Assistance: photo ID and rental agreement or lease. Documents Required for Utility Assistance: photo ID and shut-off notice. No fees. Food pantry\, commodities and home delivery for residents in 98107\, 98109\, 98117\, 98119 and 98199. Numbers distributed 2.5 hours before opening time. Visit in person or call for delivery requirements. Application form required. Documents required: photo ID and proof of address or residency in area. Documents Required for mail collection: valid ID. ","Mon.\, Thurs.\, 2 – 7 p.m.; Tue.\, Wed.\, 11 a.m. – 4 p.m.",no restrictions,allowed,t,,
Byrd Barr Place,http://byrdbarrplace.org,(206) 812-4940,722 18th Ave.,"Eviction prevention assistance once per program year serving Seattle residents with income at or below 125 percent of the Federal Poverty Level. Call for application instructions. No fees. Food pantry and commodities serving residents of Seattle and people who are homeless. Commodities and home delivery available only to residents of ZIP codes 98102\, 98112 and 98122. May visit once per week. Visit in person. Call for information about home delivery. Documents required: proof of current address. No fees.","Mon. – Fri.\, 8:30 a.m. – 5 p.m.; Food Bank: Tues \,11 - 4; Wed\,noon - 4\, Thur 9 a.m.-1 p.m.; Home Delivery: Call to arrange",no restrictions,allowed,t,,
"Catholic Community Services Emergency Assistance\, East King County",http://ccsww.org,(253) 850-2523,Call for location,"Eviction prevention\, shut-off prevention\, and move-in assistance. Motel vouchers are available on a very limited basis for families with children under the age of 18. Call number listed for your area to listen to when intake hours are. No fees.*Services may be limited due to religious affiliation.",Call number listed for your area to listen to when intake hours are.,no restrictions,allowed,t,,
"Catholic Community Services Emergency Assistance\, South King County",http://ccsww.org,(425) 213-1963 x2,Call for location,"Eviction prevention\, shut-off prevention\, and move-in assistance. Motel vouchers are available on a very limited basis for families with children under the age of 18. Call number listed for your area to listen to when intake hours are. No fees. *Services may be limited due to religious affiliation.",Call number listed for your area to listen to when intake hours are.,no restrictions,allowed,t,,
City of Bellevue,http://bellevuewa.gov,(425) 452-5285,"450 110th Ave. NE\, Bellevue","Utility assistance for water\, wastewater and drainage. Serves ages 62 and older\, or individuals with a permanent disability. Must be at or below 50 percent of Area Median Income. Call or visit website. No fees.","Mon. – Fri.\, 8 a.m. – 5 p.m.",no restrictions,allowed,t,,
City of Des Moines,http://desmoineswa.gov,(206) 870-6513,"21630 11th Ave. S.\, Suite A\, Des Moines","25 percent garbage collection discount\, Pet and Food assistance and Comcast TV cable discount. Serves residents age 62 and older\, or residents who have a permanent\, documented disability. Income must be at or below 50 percent of the Area Median Income. Call or visit website. No fees.","Mon. – Fri.\, 8 a.m. – 4:30 p.m.",no restrictions,allowed,t,,
City of Seattle Utility Discount Program,http://seattle.gov/humanservices/services-and-programs,(206) 684-0268,"810 Third Ave.\, Suite 440","Rate discount for Seattle City Light and Seattle Public Utilities. Serves all Seattle City Light and Seattle Public Utilities custom- ers at or below 70 percent State Median Income. Call\, visit in person\, or visit website for application. No fees.","Mon. – Fri.\, 8:30 a.m. – 4:30 p.m.",no restrictions,allowed,t,,
Housing and Essential Needs (HEN),http://henkingcounty.org,(206) 328-5755,Call for locations,"Provides rent assistance\, utility and transportation assistance\, as well as hygiene and cleaning products. Serves adults without minor children who are unable to work due to a physical or mental incapacity. Program services are subject to funding availability and may be discontinued or reduced at any time. Call for more eligibility information and locations. No fees.",Call for hours,no restrictions,not allowed,t,,
"Hopelink\, 154th Ave NE",http://hopelink.org,(425) 869-6000,"8990 154th Ave NE\, Redmond","Financial assistance available to address client’s direct stability needs. Serves those at or below 200 percent of the Federal Poverty Level. Serves identified area residents only\, call for specifics. Call for appointment and Required Documents. No fees.",Call for appointment,no restrictions,allowed,t,,
"Hopelink\, Shoreline",http://hopelink.org,(206) 440-7300,"17837 Aurora Ave. N.\, Shoreline","Financial assistance available to address client’s direct stability needs. Serves those at or below 200 percent of the Federal Poverty Level. Serves identified area residents only\, call for specifics. Call for appointment and Required Documents. No fees.",Call for appointment,no restrictions,allowed,t,,
"LIHEAP and PSE HELP\, Central Seattle",http://byrdbarrplace.org,(206) 486-6828,722 18th Ave.,Financial assistance for energy bills. Call or visit website for eligibility requirements and to schedule an appointment. One time per Energy Season. No fees.,Call for appointment,no restrictions,allowed,t,,
"LIHEAP and PSE HELP\, South King Count",http://hopelink.org/energy,(425) 658-2592,17837 Aurora Ave. N.,Financial assistance for energy bills. Call or visit website for eligibility requirements and to schedule an appointment. One time per Energy Season. No fees.,Call for appointment,no restrictions,allowed,t,,
"LIHEAP and PSE HELP\, Shoreline",http://mschelps.org/gethelp/energy,(253) 517-2263,203 SW 153rd St.,Financial assistance for energy bills. Call or visit website for eligibility requirements and to schedule an appointment. One time per Energy Season. No fees.,Call for appointment,no restrictions,allowed,t,,
"Neighborhood House\, MLK Jr. Way S.",http://nhwa.org,(206) 356-1028,4431 MLK Jr.Way S.,Housing case management and financial assistance for renters living within Seattle city limits at or below 30 percent Area Median Income and at risk for homelessness. Call for more information and an appointment. No fees.,"Call Mon.\, 9 a.m. – noon",no restrictions,allowed,t,,
"North Helpline\, 33rd Ave. NE",http://northhelpline.org/,(206) 365-8043; Food Pantry: (206) 367-3477,12736 33rd Ave. NE,"Assistance for rent\, move-in costs and utilities for residents of ZIP codes 98125\, 98133\, 98155 and 98177. Call or visit in person. Documents required: photo ID\, proof of address\, eviction notice for rent assistance\, lease for move-in assistance and shut-off notice for utility assistance. Food pantry\, including commodities for those experiencing homelessness. May visit once per week. Homeless clients can receive one no cook bag per day. Visit in person. Documents Required: photo ID and proof of address. No fees.","Tue.\, Wed 8 a.m. – 4 p.m. Thurs.\, Fri.\, 8 a.m. – 4 p.m.; Sat 8 a.m. – 1 p.m.; Food Pantry: Wed.\, 10 a.m. – 1 p.m.; Thurs.\, 4:30 – 6:30 p.m.\, Sat.\, 11 a.m. – 1 p.m.; Seniors/Disabled Food Pantry: Sat.\, 10 – 11 a.m.",no restrictions,allowed,t,,
Shoreline Community Care,http://shorelinecommunitycare.org,(206) 496-3116,"Berean Bible Church\, 2345 N. 185th St.\, Shoreline","Financial assistance for rent\, utilities and other essential needs. May receive assistance once every 12 months. Serves permanent residents of the city of Shoreline. Appointments only. Leave a message stating: first and last name\, address\, contact phone number and best time to call. Documents required: photo ID\, monthly budget\, utility bill for utility assistance or name and address of landlord rent help. No fees.","Schedule appointment: voicemail only; Interviews: Tue.\, Thurs.\, 9:30 a.m. – 12:30 p.m.",no restrictions,allowed,t,,
University Churches,http://uchurchesemergencyfund.org,(206) 524-7885,"4515 16th Ave. NE\, University Cong. United Church","Serves zip codes: 98103\, 98105\, 98115\, 98125. Rent\, move-in and utility assistance. Documents required: current photo ID\, lease and landlord information for housing assistance\, utility bill for utility assistance. Call for eligibility and application information. No fees.","Tue.\, Thurs.\, Fri.\, 10:30 a.m. – 12:15 p.m.",no restrictions,allowed,t,,
West Seattle Helpline,,(206) 932-4357,"6516 35th Ave. SW\, Suite 204","Financial assistance for utilities and rent for those in ZIP codes 98106\, 98116\, 98126\, 98136 and 98146. Does not serve residents of Burien. Bills must be past due at time of application. Call for eligibility and appointment. Documents required: ID\, verification of address\, verification of income\, and past due bill. No fees.",Message center available 24 hours,no restrictions,allowed,t,,
YWCA,http://ywcaworks.org,(206) 209-5677,"The Willows\, 3800 S. Myrtle St. ","Case management and financial assistance. Serves low-income adult renters in Seattle at risk of homelessness. Leave a message with name\, phone number and ZIP code. Documents required: photo ID\, Social Security cards\, current verifiable income\, three-day pay or vacate notice or utility shut-off notice. No fees.",Voicemail only,no restrictions,allowed,t,,
Bethany Community Church,http://churchbcc.org/missions/local-outreach,(206) 524-9000,1147 N. 81st St.,Offers a food pantry and hot meals. Serves everyone. Visit in person. No fees.,"Food Pantry: Mon.\, 6 – 7 p.m.;Community meals: Every second and last Mon.\, 6 – 8 p.m.",no restrictions,allowed,t,,
Blessed Sacrament Church,http://blessed-sacrament.org/,(206) 930-6005,5050 Eighth Ave. NE,"Weekly meal\, food pantry and food delivery for any resident of the nearby area or people who are homeless. Visit in person or call for delivery requirements. Documents required for food bank only: ID and proof of address. No fees.","Sun. meal: noon – 2 p.m.; Food pantry: Fri.\, 10:30 a.m. – noon.",no restrictions,allowed,t,,
